User-ID,Processed
31013,True
36441,True
45315,True
52044,True
53577,True
57726,True
65791,True
68185,True
70402,True
73330,True
74453,True
78846,True
85757,True
94542,True
95509,True
95574,True
101305,True
104665,True
112672,True
117251,True
124175,True
128696,True
130571,True
138777,True
139835,True
143792,True
144038,True
147141,True
148263,True
169663,True
169735,True
177375,True
178201,True
180801,True
182993,True
194463,True
196466,True
210587,True
215071,True
219035,True
220240,True
229767,True
236757,True
239535,True
239584,True
240710,True
244662,True
246311,True
268110,True
274363,True
30735,True
36554,True
57838,True
94347,True
141491,True
144729,True
145641,True
150979,True
151589,True
238849,True
251495,True
16721,True
136313,True
257390,True
242878,True
30971,True
47293,True
61852,True
121986,True
192710,True
205735,True
208058,True
223087,True
238781,True
244344,True
41455,True
47316,True
153563,True
170522,True
204285,True
221543,True
10030,True
12982,True
13273,True
16916,True
22912,True
35707,True
36327,True
39705,True
51992,True
60858,True
96771,True
124489,True
127914,True
144555,True
145451,True
157101,True
158295,True
173481,True
181223,True
198621,True
216466,True
228764,True
235282,True
235569,True
242118,True
247752,True
1660,True
2288,True
5998,True
27317,True
29209,True
29915,True
33614,True
35842,True
43807,True
69709,True
72990,True
75787,True
82955,True
104399,True
106849,True
108405,True
120093,True
129338,True
129368,True
132690,True
136252,True
138689,True
150498,True
153927,True
155743,True
178223,True
190185,True
218552,True
220158,True
232736,True
238541,True
245568,True
247129,True
251019,True
252071,True
44,True
2276,True
3145,True
8870,True
8936,True
18333,True
19570,True
21231,True
21540,True
25153,True
28634,True
38273,True
38725,True
38781,True
51742,True
53220,True
65663,True
69355,True
70065,True
82497,True
83287,True
88937,True
101876,True
112559,True
144318,True
147166,True
160803,True
163804,True
188022,True
195386,True
212216,True
212923,True
216444,True
228998,True
249924,True
250330,True
250925,True
250984,True
255546,True
263645,True
271086,True
276231,True
8067,True
15819,True
18979,True
20971,True
30276,True
44595,True
59189,True
59727,True
67397,True
69697,True
75860,True
98391,True
114368,True
115841,True
117384,True
132544,True
138441,True
150561,True
156269,True
156467,True
170575,True
170742,True
172030,True
177374,True
207349,True
223190,True
235392,True
258185,True
270828,True
278188,True
30029,True
51450,True
71712,True
208671,True
224430,True
230496,True
245645,True
271503,True
273805,True
2630,True
12343,True
30711,True
33179,True
33763,True
36978,True
56066,True
56447,True
68984,True
99312,True
108352,True
139742,True
166123,True
175223,True
183046,True
216099,True
218344,True
233911,True
242299,True
249746,True
251003,True
275020,True
735,True
5331,True
7860,True
18170,True
24186,True
26416,True
30531,True
37311,True
